Facility Name,Facility ID,State,Measure Name,Excess Readmission Ratio,Observed Readmission Rate,Expected Readmission Rate,Excess Readmissions Threshold
WELLMONT HOLSTON VALLEY MEDICAL CENTER,440017,TN,READM-30-HIP-KNEE-HRRP,0.9621,4.172,4.3365,Below Threshold
WELLMONT HOLSTON VALLEY MEDICAL CENTER,440017,TN,READM-30-HF-HRRP,0.9842,19.6693,19.9848,Below Threshold
WELLMONT HOLSTON VALLEY MEDICAL CENTER,440017,TN,READM-30-COPD-HRRP,0.9288,19.5076,21.0025,Below Threshold
WELLMONT HOLSTON VALLEY MEDICAL CENTER,440017,TN,READM-30-CABG-HRRP,1.0325,10.6235,10.2896,Above Threshold
WELLMONT HOLSTON VALLEY MEDICAL CENTER,440017,TN,READM-30-AMI-HRRP,1.0122,12.8769,12.7221,Above Threshold
SYCAMORE SHOALS HOSPITAL,440018,TN,READM-30-PN-HRRP,1.1191,17.9126,16.0064,Above Threshold
SYCAMORE SHOALS HOSPITAL,440018,TN,READM-30-HIP-KNEE-HRRP,1.1538,4.7822,4.1448,Above Threshold
SYCAMORE SHOALS HOSPITAL,440018,TN,READM-30-HF-HRRP,1.0325,22.2752,21.5747,Above Threshold
SYCAMORE SHOALS HOSPITAL,440018,TN,READM-30-COPD-HRRP,0.95,18.0559,19.0054,Below Threshold
SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI,440020,TN,READM-30-PN-HRRP,0.9457,15.9312,16.8454,Below Threshold
SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI,440020,TN,READM-30-HIP-KNEE-HRRP,1.0406,4.5015,4.326,Above Threshold
SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI,440020,TN,READM-30-HF-HRRP,0.9474,20.0135,21.1253,Below Threshold
WILLIAMSON MEDICAL CENTER,440029,TN,READM-30-PN-HRRP,0.8866,13.2766,14.9755,Below Threshold
WILLIAMSON MEDICAL CENTER,440029,TN,READM-30-HIP-KNEE-HRRP,0.9055,3.3387,3.6869,Below Threshold
WILLIAMSON MEDICAL CENTER,440029,TN,READM-30-HF-HRRP,0.8713,14.7712,16.9527,Below Threshold
WILLIAMSON MEDICAL CENTER,440029,TN,READM-30-COPD-HRRP,0.9083,15.8921,17.4965,Below Threshold
WILLIAMSON MEDICAL CENTER,440029,TN,READM-30-AMI-HRRP,0.8741,10.4028,11.901,Below Threshold
MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,440030,TN,READM-30-PN-HRRP,1.1422,18.7246,16.3928,Above Threshold
MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,440030,TN,READM-30-HF-HRRP,1.029,20.3316,19.7581,Above Threshold
MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,440030,TN,READM-30-COPD-HRRP,0.9599,17.7666,18.5095,Below Threshold
MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,440030,TN,READM-30-AMI-HRRP,1.0498,14.6665,13.9712,Above Threshold
ROANE MEDICAL CENTER,440031,TN,READM-30-PN-HRRP,0.9684,14.8311,15.3154,Below Threshold
ROANE MEDICAL CENTER,440031,TN,READM-30-HF-HRRP,0.9411,17.1827,18.2586,Below Threshold
ROANE MEDICAL CENTER,440031,TN,READM-30-COPD-HRRP,1.0189,16.6667,16.3579,Above Threshold
LAFOLLETTE MEDICAL CENTER,440033,TN,READM-30-PN-HRRP,0.9931,16.8106,16.9281,Below Threshold
LAFOLLETTE MEDICAL CENTER,440033,TN,READM-30-HF-HRRP,1.0155,21.1072,20.7844,Above Threshold
LAFOLLETTE MEDICAL CENTER,440033,TN,READM-30-COPD-HRRP,0.9995,19.3687,19.3791,Below Threshold
METHODIST MEDICAL CENTER OF OAK RIDGE,440034,TN,READM-30-PN-HRRP,0.947,15.655,16.5316,Below Threshold
METHODIST MEDICAL CENTER OF OAK RIDGE,440034,TN,READM-30-HIP-KNEE-HRRP,1.0347,4.0899,3.953,Above Threshold
METHODIST MEDICAL CENTER OF OAK RIDGE,440034,TN,READM-30-HF-HRRP,0.9829,18.6809,19.0065,Below Threshold
METHODIST MEDICAL CENTER OF OAK RIDGE,440034,TN,READM-30-COPD-HRRP,1.0369,21.1979,20.4427,Above Threshold
METHODIST MEDICAL CENTER OF OAK RIDGE,440034,TN,READM-30-CABG-HRRP,1.0133,9.8631,9.7339,Above Threshold
METHODIST MEDICAL CENTER OF OAK RIDGE,440034,TN,READM-30-AMI-HRRP,0.987,12.5031,12.6675,Below Threshold
TENNOVA HEALTHCARE-CLARKSVILLE,440035,TN,READM-30-PN-HRRP,1.1256,18.6653,16.5824,Above Threshold
TENNOVA HEALTHCARE-CLARKSVILLE,440035,TN,READM-30-HIP-KNEE-HRRP,1.0582,4.5436,4.2937,Above Threshold
TENNOVA HEALTHCARE-CLARKSVILLE,440035,TN,READM-30-HF-HRRP,1.0129,20.3427,20.0843,Above Threshold
TENNOVA HEALTHCARE-CLARKSVILLE,440035,TN,READM-30-COPD-HRRP,1.1542,22.8252,19.7759,Above Threshold
TENNOVA HEALTHCARE-CLARKSVILLE,440035,TN,READM-30-AMI-HRRP,0.9589,13.3428,13.9148,Below Threshold
VANDERBILT UNIVERSITY MEDICAL CENTER,440039,TN,READM-30-PN-HRRP,1.0168,19.813,19.4863,Above Threshold
VANDERBILT UNIVERSITY MEDICAL CENTER,440039,TN,READM-30-HIP-KNEE-HRRP,0.7814,3.9454,5.049,Below Threshold
VANDERBILT UNIVERSITY MEDICAL CENTER,440039,TN,READM-30-HF-HRRP,0.8533,18.4485,21.621,Below Threshold
VANDERBILT UNIVERSITY MEDICAL CENTER,440039,TN,READM-30-COPD-HRRP,1.001,21.5437,21.5212,Above Threshold
VANDERBILT UNIVERSITY MEDICAL CENTER,440039,TN,READM-30-CABG-HRRP,1.0129,10.9643,10.8251,Above Threshold
VANDERBILT UNIVERSITY MEDICAL CENTER,440039,TN,READM-30-AMI-HRRP,1.1098,16.0841,14.4927,Above Threshold
TRISTAR HORIZON MEDICAL CENTER,440046,TN,READM-30-PN-HRRP,0.9461,15.4946,16.3772,Below Threshold
TRISTAR HORIZON MEDICAL CENTER,440046,TN,READM-30-HIP-KNEE-HRRP,1.0177,4.6264,4.546,Above Threshold
TRISTAR HORIZON MEDICAL CENTER,440046,TN,READM-30-HF-HRRP,0.9861,19.8807,20.1612,Below Threshold
TRISTAR HORIZON MEDICAL CENTER,440046,TN,READM-30-COPD-HRRP,0.9974,19.3191,19.3698,Below Threshold
TRISTAR HORIZON MEDICAL CENTER,440046,TN,READM-30-AMI-HRRP,1.0032,14.7327,14.6852,Above Threshold
BAPTIST MEMORIAL HOSPITAL,440048,TN,READM-30-PN-HRRP,1.0749,17.4103,16.1971,Above Threshold
BAPTIST MEMORIAL HOSPITAL,440048,TN,READM-30-HIP-KNEE-HRRP,1.0731,4.5688,4.2574,Above Threshold
BAPTIST MEMORIAL HOSPITAL,440048,TN,READM-30-HF-HRRP,1.1559,23.0331,19.9269,Above Threshold
BAPTIST MEMORIAL HOSPITAL,440048,TN,READM-30-COPD-HRRP,1.1556,20.7231,17.9325,Above Threshold
BAPTIST MEMORIAL HOSPITAL,440048,TN,READM-30-CABG-HRRP,0.9453,9.8818,10.4539,Below Threshold
BAPTIST MEMORIAL HOSPITAL,440048,TN,READM-30-AMI-HRRP,0.9759,13.5614,13.8956,Below Threshold
METHODIST HOSPITALS OF MEMPHIS,440049,TN,READM-30-PN-HRRP,0.9496,15.4117,16.2289,Below Threshold
METHODIST HOSPITALS OF MEMPHIS,440049,TN,READM-30-HIP-KNEE-HRRP,0.7259,2.9935,4.1238,Below Threshold
METHODIST HOSPITALS OF MEMPHIS,440049,TN,READM-30-HF-HRRP,0.9496,19.1362,20.1509,Below Threshold
METHODIST HOSPITALS OF MEMPHIS,440049,TN,READM-30-COPD-HRRP,1.0165,18.9033,18.5965,Above Threshold
METHODIST HOSPITALS OF MEMPHIS,440049,TN,READM-30-CABG-HRRP,1.0305,11.6967,11.3506,Above Threshold
METHODIST HOSPITALS OF MEMPHIS,440049,TN,READM-30-AMI-HRRP,1.0704,15.4511,14.4345,Above Threshold
GREENEVILLE COMMUNITY HOSPITAL,440050,TN,READM-30-PN-HRRP,1.0031,15.8925,15.8438,Above Threshold
GREENEVILLE COMMUNITY HOSPITAL,440050,TN,READM-30-HF-HRRP,1.0716,18.9831,17.7151,Above Threshold
GREENEVILLE COMMUNITY HOSPITAL,440050,TN,READM-30-COPD-HRRP,1.0356,19.8568,19.1738,Above Threshold
SAINT THOMAS RUTHERFORD HOSPITAL,440053,TN,READM-30-PN-HRRP,0.9724,16.4961,16.9638,Below Threshold
SAINT THOMAS RUTHERFORD HOSPITAL,440053,TN,READM-30-HIP-KNEE-HRRP,1.195,5.5035,4.6053,Above Threshold
SAINT THOMAS RUTHERFORD HOSPITAL,440053,TN,READM-30-HF-HRRP,1.0021,20.3841,20.3411,Above Threshold
SAINT THOMAS RUTHERFORD HOSPITAL,440053,TN,READM-30-COPD-HRRP,0.9927,19.3667,19.5092,Below Threshold
SAINT THOMAS RUTHERFORD HOSPITAL,440053,TN,READM-30-AMI-HRRP,1.0512,13.8194,13.1465,Above Threshold
TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL,440056,TN,READM-30-PN-HRRP,0.9429,14.0456,14.8959,Below Threshold
TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL,440056,TN,READM-30-HF-HRRP,1.0282,17.874,17.3832,Above Threshold
CLAIBORNE MEDICAL CENTER,440057,TN,READM-30-PN-HRRP,0.9257,15.6691,16.9271,Below Threshold
CLAIBORNE MEDICAL CENTER,440057,TN,READM-30-HF-HRRP,1.0608,19.7489,18.6169,Above Threshold
SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER,440058,TN,READM-30-PN-HRRP,1.0443,16.7031,15.9942,Above Threshold
SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER,440058,TN,READM-30-HIP-KNEE-HRRP,1.0446,4.6664,4.4672,Above Threshold
SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER,440058,TN,READM-30-HF-HRRP,0.9705,20.0121,20.6208,Below Threshold
SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER,440058,TN,READM-30-COPD-HRRP,0.954,17.5988,18.4475,Below Threshold
SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER,440058,TN,READM-30-AMI-HRRP,0.9651,14.5486,15.075,Below Threshold
COOKEVILLE REGIONAL MEDICAL CENTER,440059,TN,READM-30-PN-HRRP,1.1126,19.28,17.3289,Above Threshold
COOKEVILLE REGIONAL MEDICAL CENTER,440059,TN,READM-30-HIP-KNEE-HRRP,0.9811,4.2477,4.3296,Below Threshold
COOKEVILLE REGIONAL MEDICAL CENTER,440059,TN,READM-30-HF-HRRP,1.0995,22.7542,20.6941,Above Threshold
COOKEVILLE REGIONAL MEDICAL CENTER,440059,TN,READM-30-COPD-HRRP,1.0543,20.4213,19.3691,Above Threshold
COOKEVILLE REGIONAL MEDICAL CENTER,440059,TN,READM-30-CABG-HRRP,1.1273,12.1164,10.7486,Above Threshold
COOKEVILLE REGIONAL MEDICAL CENTER,440059,TN,READM-30-AMI-HRRP,1.0659,12.7236,11.937,Above Threshold
WEST TENNESSEE HEALTHCARE MILAN HOSPITAL,440060,TN,READM-30-PN-HRRP,1.0094,14.1934,14.0616,Above Threshold
VOLUNTEER COMMUNITY HOSPITAL,440061,TN,READM-30-PN-HRRP,0.9481,14.7661,15.5736,Below Threshold
VOLUNTEER COMMUNITY HOSPITAL,440061,TN,READM-30-HF-HRRP,1.0076,19.7393,19.5907,Above Threshold
VOLUNTEER COMMUNITY HOSPITAL,440061,TN,READM-30-COPD-HRRP,0.9712,16.7187,17.214,Below Threshold
JOHNSON CITY MEDICAL CENTER,440063,TN,READM-30-PN-HRRP,1.1549,20.2957,17.5731,Above Threshold
JOHNSON CITY MEDICAL CENTER,440063,TN,READM-30-HIP-KNEE-HRRP,1.1555,4.9539,4.2872,Above Threshold
JOHNSON CITY MEDICAL CENTER,440063,TN,READM-30-HF-HRRP,1.079,23.1772,21.48,Above Threshold
JOHNSON CITY MEDICAL CENTER,440063,TN,READM-30-COPD-HRRP,0.92,19.9774,21.7141,Below Threshold
JOHNSON CITY MEDICAL CENTER,440063,TN,READM-30-CABG-HRRP,1.1736,11.5204,9.8161,Above Threshold
JOHNSON CITY MEDICAL CENTER,440063,TN,READM-30-AMI-HRRP,1.1967,16.2381,13.5694,Above Threshold
TRISTAR NORTHCREST MEDICAL CENTER,440065,TN,READM-30-PN-HRRP,1.0111,17.1304,16.9416,Above Threshold
TRISTAR NORTHCREST MEDICAL CENTER,440065,TN,READM-30-HIP-KNEE-HRRP,1.0263,4.4154,4.3022,Above Threshold
TRISTAR NORTHCREST MEDICAL CENTER,440065,TN,READM-30-HF-HRRP,1.0261,20.9524,20.4186,Above Threshold
TRISTAR NORTHCREST MEDICAL CENTER,440065,TN,READM-30-COPD-HRRP,1.0313,22.4541,21.7728,Above Threshold
STARR REGIONAL MEDICAL CENTER ATHENS,440068,TN,READM-30-PN-HRRP,0.939,14.1463,15.0647,Below Threshold
STARR REGIONAL MEDICAL CENTER ATHENS,440068,TN,READM-30-HF-HRRP,0.9749,18.9688,19.4574,Below Threshold
STARR REGIONAL MEDICAL CENTER ATHENS,440068,TN,READM-30-COPD-HRRP,0.9836,17.2874,17.5759,Below Threshold
DYERSBURG REGIONAL MEDICAL CENTER,440072,TN,READM-30-PN-HRRP,1.0608,19.0244,17.9343,Above Threshold
DYERSBURG REGIONAL MEDICAL CENTER,440072,TN,READM-30-HF-HRRP,0.9728,22.3011,22.925,Below Threshold
DYERSBURG REGIONAL MEDICAL CENTER,440072,TN,READM-30-COPD-HRRP,1.0454,22.6414,21.6588,Above Threshold
DYERSBURG REGIONAL MEDICAL CENTER,440072,TN,READM-30-AMI-HRRP,0.9927,17.4912,17.619,Below Threshold
MAURY REGIONAL HOSPITAL,440073,TN,READM-30-PN-HRRP,1.0628,16.3052,15.3422,Above Threshold
MAURY REGIONAL HOSPITAL,440073,TN,READM-30-HIP-KNEE-HRRP,1.0631,4.1608,3.9139,Above Threshold
MAURY REGIONAL HOSPITAL,440073,TN,READM-30-HF-HRRP,0.9737,18.1013,18.5893,Below Threshold
MAURY REGIONAL HOSPITAL,440073,TN,READM-30-COPD-HRRP,1.0928,19.4344,17.7843,Above Threshold
MAURY REGIONAL HOSPITAL,440073,TN,READM-30-AMI-HRRP,1.0192,10.7791,10.5757,Above Threshold
LECONTE MEDICAL CENTER,440081,TN,READM-30-PN-HRRP,0.9644,14.392,14.9229,Below Threshold
LECONTE MEDICAL CENTER,440081,TN,READM-30-HF-HRRP,0.9383,16.9912,18.1086,Below Threshold
LECONTE MEDICAL CENTER,440081,TN,READM-30-COPD-HRRP,0.9477,17.0526,17.9944,Below Threshold
ASCENSION SAINT THOMAS HOSPITAL,440082,TN,READM-30-PN-HRRP,0.9434,15.8439,16.7938,Below Threshold
ASCENSION SAINT THOMAS HOSPITAL,440082,TN,READM-30-HIP-KNEE-HRRP,0.7984,3.8912,4.8736,Below Threshold
ASCENSION SAINT THOMAS HOSPITAL,440082,TN,READM-30-HF-HRRP,0.9307,18.9208,20.3294,Below Threshold
ASCENSION SAINT THOMAS HOSPITAL,440082,TN,READM-30-COPD-HRRP,1.0086,19.2607,19.0967,Above Threshold
ASCENSION SAINT THOMAS HOSPITAL,440082,TN,READM-30-CABG-HRRP,1.0078,10.6079,10.5255,Above Threshold
ASCENSION SAINT THOMAS HOSPITAL,440082,TN,READM-30-AMI-HRRP,1.0532,14.7471,14.002,Above Threshold
SWEETWATER HOSPITAL ASSOCIATION,440084,TN,READM-30-PN-HRRP,1.04,15.6368,15.0359,Above Threshold
SWEETWATER HOSPITAL ASSOCIATION,440084,TN,READM-30-HF-HRRP,0.9989,18.1261,18.1454,Below Threshold
SWEETWATER HOSPITAL ASSOCIATION,440084,TN,READM-30-COPD-HRRP,0.9616,16.5421,17.203,Below Threshold
"MEMORIAL HEALTHCARE SYSTEM, INC",440091,TN,READM-30-PN-HRRP,0.8955,15.3158,17.1021,Below Threshold
"MEMORIAL HEALTHCARE SYSTEM, INC",440091,TN,READM-30-HIP-KNEE-HRRP,0.7591,3.8042,5.0115,Below Threshold
"MEMORIAL HEALTHCARE SYSTEM, INC",440091,TN,READM-30-HF-HRRP,0.8173,16.7634,20.5096,Below Threshold
"MEMORIAL HEALTHCARE SYSTEM, INC",440091,TN,READM-30-COPD-HRRP,0.9427,19.9594,21.1726,Below Threshold
"MEMORIAL HEALTHCARE SYSTEM, INC",440091,TN,READM-30-CABG-HRRP,0.9757,10.4245,10.6842,Below Threshold
"MEMORIAL HEALTHCARE SYSTEM, INC",440091,TN,READM-30-AMI-HRRP,0.8782,11.6865,13.3075,Below Threshold
LINCOLN MEDICAL CENTER,440102,TN,READM-30-PN-HRRP,1.0089,15.1726,15.038,Above Threshold
LINCOLN MEDICAL CENTER,440102,TN,READM-30-HF-HRRP,0.9688,18.9847,19.5959,Below Threshold
LINCOLN MEDICAL CENTER,440102,TN,READM-30-COPD-HRRP,0.9525,15.4624,16.2339,Below Threshold
ERLANGER MEDICAL CENTER,440104,TN,READM-30-PN-HRRP,0.9014,14.2716,15.833,Below Threshold
ERLANGER MEDICAL CENTER,440104,TN,READM-30-HIP-KNEE-HRRP,0.8696,3.7995,4.3695,Below Threshold
ERLANGER MEDICAL CENTER,440104,TN,READM-30-HF-HRRP,0.9058,17.681,19.5191,Below Threshold
ERLANGER MEDICAL CENTER,440104,TN,READM-30-COPD-HRRP,0.9035,17.8408,19.7459,Below Threshold
ERLANGER MEDICAL CENTER,440104,TN,READM-30-CABG-HRRP,1.0563,12.0612,11.4181,Above Threshold
ERLANGER MEDICAL CENTER,440104,TN,READM-30-AMI-HRRP,1.1494,13.8319,12.034,Above Threshold
HARDIN MEDICAL CENTER,440109,TN,READM-30-PN-HRRP,0.9573,14.5796,15.2303,Below Threshold
FORT LOUDOUN MEDICAL CENTER,440110,TN,READM-30-PN-HRRP,1.0276,14.8217,14.4233,Above Threshold
FORT LOUDOUN MEDICAL CENTER,440110,TN,READM-30-HF-HRRP,1.0107,18.6455,18.4472,Above Threshold
FORT LOUDOUN MEDICAL CENTER,440110,TN,READM-30-COPD-HRRP,0.9913,18.5614,18.724,Below Threshold
PHYSICIANS REGIONAL MEDICAL CENTER,440120,TN,READM-30-PN-HRRP,1.002,17.2209,17.1864,Above Threshold
PHYSICIANS REGIONAL MEDICAL CENTER,440120,TN,READM-30-HIP-KNEE-HRRP,0.903,3.9999,4.4297,Below Threshold
PHYSICIANS REGIONAL MEDICAL CENTER,440120,TN,READM-30-HF-HRRP,1.0128,20.6391,20.3776,Above Threshold
PHYSICIANS REGIONAL MEDICAL CENTER,440120,TN,READM-30-COPD-HRRP,0.9921,20.1832,20.3446,Below Threshold
PHYSICIANS REGIONAL MEDICAL CENTER,440120,TN,READM-30-CABG-HRRP,1.0088,10.4432,10.352,Above Threshold
PHYSICIANS REGIONAL MEDICAL CENTER,440120,TN,READM-30-AMI-HRRP,1.113,14.6965,13.2042,Above Threshold
FORT SANDERS REGIONAL MEDICAL CENTER,440125,TN,READM-30-PN-HRRP,1.0354,16.8675,16.2905,Above Threshold
FORT SANDERS REGIONAL MEDICAL CENTER,440125,TN,READM-30-HIP-KNEE-HRRP,0.9632,3.8673,4.0151,Below Threshold
FORT SANDERS REGIONAL MEDICAL CENTER,440125,TN,READM-30-HF-HRRP,1.0063,19.493,19.3717,Above Threshold
FORT SANDERS REGIONAL MEDICAL CENTER,440125,TN,READM-30-COPD-HRRP,1.0945,22.8359,20.8646,Above Threshold
FORT SANDERS REGIONAL MEDICAL CENTER,440125,TN,READM-30-CABG-HRRP,1.0478,11.1514,10.6425,Above Threshold
FORT SANDERS REGIONAL MEDICAL CENTER,440125,TN,READM-30-AMI-HRRP,1.0052,12.1162,12.0535,Above Threshold
BAPTIST MEMORIAL HOSPITAL UNION CITY,440130,TN,READM-30-PN-HRRP,1.0055,15.4091,15.3253,Above Threshold
BAPTIST MEMORIAL HOSPITAL UNION CITY,440130,TN,READM-30-HF-HRRP,0.9248,18.5561,20.0652,Below Threshold
BAPTIST MEMORIAL HOSPITAL UNION CITY,440130,TN,READM-30-COPD-HRRP,0.9913,18.4609,18.6237,Below Threshold
BAPTIST MEMORIAL HOSPITAL TIPTON,440131,TN,READM-30-PN-HRRP,0.9937,15.2304,15.3267,Below Threshold
BAPTIST MEMORIAL HOSPITAL TIPTON,440131,TN,READM-30-HF-HRRP,0.9372,18.3105,19.5382,Below Threshold
BAPTIST MEMORIAL HOSPITAL TIPTON,440131,TN,READM-30-COPD-HRRP,1.0148,15.7625,15.5333,Above Threshold
HENRY COUNTY MEDICAL CENTER,440132,TN,READM-30-PN-HRRP,0.9594,14.9081,15.539,Below Threshold
HENRY COUNTY MEDICAL CENTER,440132,TN,READM-30-HIP-KNEE-HRRP,0.8891,3.9531,4.4461,Below Threshold
HENRY COUNTY MEDICAL CENTER,440132,TN,READM-30-HF-HRRP,1.0118,18.4629,18.2467,Above Threshold
HENRY COUNTY MEDICAL CENTER,440132,TN,READM-30-COPD-HRRP,0.9803,15.6715,15.986,Below Threshold
VANDERBILT BEDFORD HOSPITAL,440137,TN,READM-30-PN-HRRP,0.9291,13.3939,14.4168,Below Threshold
VANDERBILT BEDFORD HOSPITAL,440137,TN,READM-30-HF-HRRP,0.9674,17.1862,17.7653,Below Threshold
VANDERBILT BEDFORD HOSPITAL,440137,TN,READM-30-COPD-HRRP,0.9775,17.7935,18.2022,Below Threshold
VANDERBILT TULLAHOMA-HARTON HOSPITAL,440144,TN,READM-30-PN-HRRP,1.0494,17.2875,16.4732,Above Threshold
VANDERBILT TULLAHOMA-HARTON HOSPITAL,440144,TN,READM-30-HF-HRRP,0.9166,17.5373,19.1333,Below Threshold
VANDERBILT TULLAHOMA-HARTON HOSPITAL,440144,TN,READM-30-COPD-HRRP,0.9656,18.5993,19.2629,Below Threshold
VANDERBILT TULLAHOMA-HARTON HOSPITAL,440144,TN,READM-30-AMI-HRRP,0.9887,12.8503,12.997,Below Threshold
DEKALB COMMUNITY HOSPITAL,440148,TN,READM-30-PN-HRRP,0.9848,14.3037,14.5243,Below Threshold
TRISTAR SUMMIT MEDICAL CENTER,440150,TN,READM-30-PN-HRRP,1.0252,16.4607,16.0562,Above Threshold
TRISTAR SUMMIT MEDICAL CENTER,440150,TN,READM-30-HIP-KNEE-HRRP,1.0369,5.3525,5.162,Above Threshold
TRISTAR SUMMIT MEDICAL CENTER,440150,TN,READM-30-HF-HRRP,1.0493,21.1756,20.1815,Above Threshold
TRISTAR SUMMIT MEDICAL CENTER,440150,TN,READM-30-COPD-HRRP,1.0925,20.7351,18.9788,Above Threshold
TRISTAR SUMMIT MEDICAL CENTER,440150,TN,READM-30-AMI-HRRP,1.0147,12.426,12.2463,Above Threshold
SAINT THOMAS RIVER PARK HOSPITAL,440151,TN,READM-30-PN-HRRP,0.9148,14.8603,16.2443,Below Threshold
SAINT THOMAS RIVER PARK HOSPITAL,440151,TN,READM-30-HF-HRRP,0.966,19.0862,19.7575,Below Threshold
SAINT THOMAS RIVER PARK HOSPITAL,440151,TN,READM-30-COPD-HRRP,0.9579,16.3476,17.0657,Below Threshold
TENNOVA HEALTHCARE - NEWPORT MEDICAL CENTER,440153,TN,READM-30-PN-HRRP,1.0004,15.2762,15.2694,Above Threshold
TENNOVA HEALTHCARE - NEWPORT MEDICAL CENTER,440153,TN,READM-30-HF-HRRP,0.9987,21.8092,21.8366,Below Threshold
PARKRIDGE MEDICAL CENTER,440156,TN,READM-30-PN-HRRP,0.8783,14.5558,16.5735,Below Threshold
PARKRIDGE MEDICAL CENTER,440156,TN,READM-30-HIP-KNEE-HRRP,0.9187,3.9788,4.331,Below Threshold
PARKRIDGE MEDICAL CENTER,440156,TN,READM-30-HF-HRRP,1.027,20.6625,20.1188,Above Threshold
PARKRIDGE MEDICAL CENTER,440156,TN,READM-30-COPD-HRRP,1.0517,19.4848,18.5266,Above Threshold
PARKRIDGE MEDICAL CENTER,440156,TN,READM-30-CABG-HRRP,1.0537,15.6202,14.8245,Above Threshold
PARKRIDGE MEDICAL CENTER,440156,TN,READM-30-AMI-HRRP,1.074,15.8888,14.7937,Above Threshold
TRISTAR CENTENNIAL MEDICAL CENTER,440161,TN,READM-30-PN-HRRP,1.069,18.5158,17.3199,Above Threshold
TRISTAR CENTENNIAL MEDICAL CENTER,440161,TN,READM-30-HIP-KNEE-HRRP,0.8243,3.7428,4.5404,Below Threshold
TRISTAR CENTENNIAL MEDICAL CENTER,440161,TN,READM-30-HF-HRRP,0.97,20.1897,20.8148,Below Threshold
TRISTAR CENTENNIAL MEDICAL CENTER,440161,TN,READM-30-COPD-HRRP,1.0289,19.9126,19.3538,Above Threshold
TRISTAR CENTENNIAL MEDICAL CENTER,440161,TN,READM-30-CABG-HRRP,0.9194,10.7303,11.6708,Below Threshold
TRISTAR CENTENNIAL MEDICAL CENTER,440161,TN,READM-30-AMI-HRRP,0.9574,14.0357,14.6602,Below Threshold
PARKWEST MEDICAL CENTER,440173,TN,READM-30-PN-HRRP,1.0197,15.821,15.5161,Above Threshold
PARKWEST MEDICAL CENTER,440173,TN,READM-30-HIP-KNEE-HRRP,1.2765,5.7745,4.5238,Above Threshold
PARKWEST MEDICAL CENTER,440173,TN,READM-30-HF-HRRP,0.9904,18.9687,19.153,Below Threshold
PARKWEST MEDICAL CENTER,440173,TN,READM-30-COPD-HRRP,1.0035,18.9311,18.8657,Above Threshold
PARKWEST MEDICAL CENTER,440173,TN,READM-30-CABG-HRRP,1.0639,10.149,9.5394,Above Threshold
PARKWEST MEDICAL CENTER,440173,TN,READM-30-AMI-HRRP,1.1029,12.9942,11.7821,Above Threshold
SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE,440175,TN,READM-30-PN-HRRP,0.9753,14.3484,14.7123,Below Threshold
SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE,440175,TN,READM-30-HF-HRRP,0.9801,19.9082,20.313,Below Threshold
SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE,440175,TN,READM-30-COPD-HRRP,0.9863,18.3312,18.5856,Below Threshold
INDIAN PATH COMMUNITY HOSPITAL,440176,TN,READM-30-PN-HRRP,1.0138,15.8184,15.6032,Above Threshold
INDIAN PATH COMMUNITY HOSPITAL,440176,TN,READM-30-HF-HRRP,1.0181,22.1896,21.7947,Above Threshold
ST FRANCIS HOSPITAL,440183,TN,READM-30-PN-HRRP,0.9569,15.6706,16.3764,Below Threshold
ST FRANCIS HOSPITAL,440183,TN,READM-30-HIP-KNEE-HRRP,1.1492,5.2107,4.5342,Above Threshold
ST FRANCIS HOSPITAL,440183,TN,READM-30-HF-HRRP,1.0115,20.7019,20.4662,Above Threshold
ST FRANCIS HOSPITAL,440183,TN,READM-30-COPD-HRRP,0.9699,20.9419,21.591,Below Threshold
ST FRANCIS HOSPITAL,440183,TN,READM-30-CABG-HRRP,1.1319,11.8076,10.4313,Above Threshold
ST FRANCIS HOSPITAL,440183,TN,READM-30-AMI-HRRP,1.0387,14.5734,14.0308,Above Threshold
FRANKLIN WOODS COMMUNITY HOSPITAL,440184,TN,READM-30-PN-HRRP,1.0426,16.4336,15.7622,Above Threshold
FRANKLIN WOODS COMMUNITY HOSPITAL,440184,TN,READM-30-HF-HRRP,0.984,18.6531,18.9556,Below Threshold
