Facility Name,Address,City/Town,State,ZIP Code,County/Parish,Telephone Number,Hospital Type,Hospital Ownership,Emergency Services,Promotes Interoperability of EHRs,Birthing Friendly Facility,Hospital Overall Rating,Count of Facility MORT Measures,MORT Measures Better,MORT Measures Worse,Count of Facility Safety Measures,Safety Measures Better,Safety Measures Worse,Count of Facility READM Measures,READM Measures Better,READM Measures Worse,Facility ID,MORT-30-AMI Benchmark,MORT-30-AMI Performance Rate,MORT-30-HF Benchmark,MORT-30-HF Performance Rate,MORT-30-PN Benchmark,MORT-30-PN Performance Rate,MORT-30-COPD Benchmark,MORT-30-COPD Performance Rate,AMI Normative Performance Index,HF Normative Performance Index,PN Normative Performance Index,COPD Normative Performance Index,AMI Performance Comparison,HF Performance Comparison,PN Performance Comparison,COPD Performance Comparison
BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,HANOVER,(804) 764-6000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,N,3,7.0,0.0,0.0,7.0,1.0,0.0,11.0,1.0,2.0,490069,0.887868,0.871146023273468,0.907733,0.8580809831619263,0.872976,0.821386992931366,0.934002,0.8972449898719788,0.9811661455007592,0.9453010776978762,0.9409044383022741,0.9606456837051514,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
SENTARA MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,ALBEMARLE,(434) 654-7000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,5,6.0,2.0,0.0,7.0,1.0,0.0,10.0,3.0,0.0,490077,0.887868,0.8858150243759155,0.907733,0.8823540210723877,0.872976,0.8328250050544739,0.934002,0.9078459739685059,0.9976877468001049,0.9720413613610915,0.954006759698404,0.9719957494400503,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
VCU HEALTH TAPPAHANNOCK HOSPITAL,618 HOSPITAL ROAD,TAPPAHANNOCK,VA,22560,ESSEX,(804) 443-6189,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,N,4,4.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,490084,0.887868,0.8742327837351045,0.907733,0.8897749781608582,0.872976,0.8211550116539001,0.934002,0.9052659869194031,0.984642743893354,0.9802166255505288,0.940638702156646,0.9692334565872482,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
CENTRA BEDFORD MEMORIAL HOSPITAL,1613 OAKWOOD STREET,BEDFORD,VA,24523,BEDFORD,(434) 200-6366,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,N,4,4.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,490088,0.887868,0.8742327837351045,0.907733,0.8828690052032471,0.872976,0.8436470031738281,0.934002,0.9055190086364746,0.984642743893354,0.9726086913258051,0.9664034328249896,0.9695043572031694,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
CARILION FRANKLIN MEMORIAL HOSPITAL,180 FLOYD AVENUE,ROCKY MOUNT,VA,24151,FRANKLIN,(540) 483-5277,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,N,3,4.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,490089,0.887868,0.8742327837351045,0.907733,0.865900993347168,0.872976,0.8226959705352783,0.934002,0.9118490219116211,0.984642743893354,0.9539159569467761,0.9424038811322171,0.97628165883116,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
"CENTRA SOUTHSIDE COMMUNITY HOSPITAL, INC",800 OAK STREET,FARMVILLE,VA,23901,PRINCE EDWARD,(434) 392-8811,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Y,4,5.0,0.0,0.0,2.0,1.0,0.0,10.0,0.0,0.0,490090,0.887868,0.8776149749755859,0.907733,0.8786919713020325,0.872976,0.8251219987869263,0.934002,0.9185450077056885,0.9884520840660841,0.9680070806085407,0.9451829131464397,0.9834507931521437,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
COMMUNITY MEMORIAL HOSPITAL,1755 NORTH MECKLENBURG AVENUE,SOUTH HILL,VA,23970,MECKLENBURG,(434) 584-2499,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,4.0,0.0,0.0,5.0,1.0,0.0,9.0,2.0,1.0,490098,0.887868,0.8742327837351045,0.907733,0.8425040245056152,0.872976,0.8148239850997925,0.934002,0.914339005947113,0.984642743893354,0.9281407908554776,0.9333864677835273,0.9789475889207016,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
INOVA FAIR OAKS HOSPITAL,3600 JOSEPH SIEWICK DRIVE,FAIRFAX,VA,22033,FAIRFAX,(703) 391-4170,Acute Care Hospitals,Voluntary non-profit - Other,No,Y,Y,5,6.0,0.0,0.0,7.0,1.0,0.0,7.0,0.0,0.0,490101,0.887868,0.8619940280914307,0.907733,0.9027230143547058,0.872976,0.8019629716873169,0.934002,0.9094060063362122,0.9708583123746217,0.9944807717188929,0.9186540886431207,0.9736660160644326,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
RESTON HOSPITAL CENTER,1850 TOWN CENTER PARKWAY,RESTON,VA,20190,FAIRFAX,(703) 689-9000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,N,4,6.0,0.0,0.0,7.0,3.0,0.0,8.0,0.0,1.0,490107,0.887868,0.8762699961662292,0.907733,0.9039040207862854,0.872976,0.776872992515564,0.934002,0.909608006477356,0.9869372431107206,0.9957818221726933,0.8899133452873436,0.9738822898423729,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
LEWISGALE HOSPITAL MONTGOMERY,3700 SOUTH MAIN STREET,BLACKSBURG,VA,24060,MONTGOMERY,(540) 951-1111,Acute Care Hospitals,Proprietary,Yes,Y,Y,4,5.0,0.0,0.0,7.0,1.0,0.0,8.0,1.0,1.0,490110,0.887868,0.8893550038337708,0.907733,0.8938130140304565,0.872976,0.8020930290222168,0.934002,0.8844889998435974,1.0016748028240354,0.9846651097078728,0.918803070212946,0.9469883360459586,Outperforms Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
WYTHE COUNTY COMMUNITY HOSPITAL,600 WEST RIDGE ROAD,WYTHEVILLE,VA,24382,WYTHE,(276) 228-0200,Acute Care Hospitals,Proprietary,Yes,Y,Y,4,4.0,0.0,0.0,4.0,1.0,0.0,7.0,0.0,0.0,490111,0.887868,0.8742327837351045,0.907733,0.8661519885063171,0.872976,0.8119230270385742,0.934002,0.9109519720077515,0.984642743893354,0.9541924646413836,0.9300634004125821,0.9753212220185304,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
CJW MEDICAL CENTER,7101 JAHNKE ROAD,RICHMOND,VA,23235,CHESTERFIELD,(804) 320-3911,Acute Care Hospitals,Proprietary,Yes,Y,N,4,7.0,2.0,0.0,8.0,3.0,0.0,11.0,0.0,0.0,490112,0.887868,0.8876519799232483,0.907733,0.900551974773407,0.872976,0.8131800293922424,0.934002,0.906952977180481,0.9997566979812859,0.9920890556732067,0.9315033052366187,0.9710396521425875,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
SENTARA NORTHERN VIRGINIA MEDICAL CENTER,2300 OPITZ BOULEVARD,WOODBRIDGE,VA,22191,PRINCE WILLIAM,(703) 523-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,6.0,1.0,0.0,8.0,2.0,0.0,8.0,0.0,0.0,490113,0.887868,0.8587520122528076,0.907733,0.898285984992981,0.872976,0.8349019885063171,0.934002,0.8970919847488403,0.9672068508526128,0.9895927381652765,0.9563859584986496,0.9604818670076085,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
LONESOME PINE HOSPITAL,1990 HOLTON AVENUE EAST,BIG STONE GAP,VA,24219,WISE,(276) 523-8726,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,N,3,3.0,0.0,0.0,4.0,0.0,1.0,7.0,0.0,0.0,490114,0.887868,0.8742327837351045,0.907733,0.8695719838142395,0.872976,0.8255100250244141,0.934002,0.9175519943237305,0.984642743893354,0.9579600871778811,0.9456273998648463,0.9823876119363025,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,PULASKI,(540) 994-8400,Acute Care Hospitals,Proprietary,Yes,Y,N,2,3.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,1.0,490116,0.887868,0.8742327837351045,0.907733,0.8717939853668213,0.872976,0.7966039776802063,0.934002,0.8980010151863098,0.984642743893354,0.9604079452513253,0.9125153242244991,0.9614551309165396,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
HENRICO DOCTORS' HOSPITAL,1602 SKIPWITH ROAD,RICHMOND,VA,23229,HENRICO,(804) 289-4500,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,N,5,7.0,0.0,0.0,8.0,5.0,0.0,11.0,0.0,0.0,490118,0.887868,0.8976569771766663,0.907733,0.8722630143165588,0.872976,0.79305100440979,0.934002,0.8937309980392456,1.0110252618369693,0.960924648896271,0.9084453689560653,0.9568833878720234,Outperforms Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
INOVA MOUNT VERNON HOSPITAL,2501 PARKERS LANE,ALEXANDRIA,VA,22306,FAIRFAX,(703) 664-7000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,N,4,5.0,0.0,0.0,6.0,1.0,0.0,7.0,0.0,1.0,490122,0.887868,0.8740929961204529,0.907733,0.8694639801979065,0.872976,0.8154420256614685,0.934002,0.8983179926872253,0.9844853020048621,0.957841105476948,0.9340944374890816,0.9617945065291352,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
LEWISGALE HOSPITAL ALLEGHANY,ONE ARH LANE - PO BOX 7,LOW MOOR,VA,24457,ALLEGHANY,(540) 862-6011,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,N,4,4.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,490126,0.887868,0.8742327837351045,0.907733,0.8800699710845947,0.872976,0.8304809927940369,0.934002,0.908053994178772,0.984642743893354,0.9695251479064821,0.9513216775650613,0.9722184686743411,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
BUCHANAN GENERAL HOSPITAL,1535 SLATE CREEK ROAD,GRUNDY,VA,24614,BUCHANAN,(276) 935-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,N,N,3,3.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,490127,0.887868,0.8742327837351045,0.907733,0.8762220144271851,0.872976,0.8241490125656128,0.934002,0.880370020866394,0.984642743893354,0.9652860636631972,0.9440683507514672,0.9425783037578014,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
RIVERSIDE WALTER REED HOSPITAL,7519 HOSPITAL ROAD,GLOUCESTER,VA,23061,GLOUCESTER,(804) 693-8800,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,N,3,5.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0,1.0,490130,0.887868,0.873000979423523,0.907733,0.8626980185508728,0.872976,0.792186975479126,0.934002,0.9009810090065002,0.9832553706446487,0.9503874140863809,0.9074556178854012,0.964645695626455,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
BON SECOURS ST FRANCIS MEDICAL CENTER,13710 ST FRANCIS BOULEVARD,MIDLOTHIAN,VA,23114,CHESTERFIELD,(804) 594-7400,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Y,4,6.0,0.0,0.0,7.0,1.0,0.0,8.0,1.0,0.0,490136,0.887868,0.8727309703826904,0.907733,0.8630769848823547,0.872976,0.8210539817810059,0.934002,0.8887209892272949,0.9829512612040195,0.9508049006506921,0.940522971743789,0.9515193642275872,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
"STAFFORD HOSPITAL, LLC",101 HOSPITAL CENTER BOULEVARD,STAFFORD,VA,22554,STAFFORD,(540) 741-9000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,5.0,0.0,0.0,6.0,1.0,0.0,8.0,0.0,1.0,490140,0.887868,0.883795976638794,0.907733,0.8981130123138428,0.872976,0.807981014251709,0.934002,0.9111840128898621,0.9954137063603982,0.9894021835868507,0.9255477977077365,0.9755696592618239,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
SPOTSYLVANIA REGIONAL MEDICAL CENTER,4600 SPOTSYLVANIA PARKWAY,FREDERICKSBURG,VA,22408,SPOTSYLVANIA,(540) 498-4000,Acute Care Hospitals,Proprietary,Yes,Y,N,2,5.0,0.0,0.0,6.0,1.0,0.0,8.0,0.0,2.0,490141,0.887868,0.8742610216140747,0.907733,0.8902680277824402,0.872976,0.8368949890136719,0.934002,0.904384970664978,0.9846745480342514,0.9807597914611897,0.9586689542595351,0.968290186386087,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG,1500 COMMONWEALTH AVENUE,WILLIAMSBURG,VA,23185,JAMES CITY,(757) 585-2010,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,N,5,5.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,490143,0.887868,0.878030002117157,0.907733,0.8691189885139465,0.872976,0.8044509887695312,0.934002,0.908482015132904,0.9889195264579386,0.9574610469311422,0.9215041292882408,0.9726767342392244,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
UVA HEALTH HAYMARKET MEDICAL CENTER,15225 HEALTHCOTE BOULEVARD,HAYMARKET,VA,20169,PRINCE WILLIAM,(571) 284-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,N,4,3.0,0.0,1.0,4.0,1.0,0.0,7.0,0.0,0.0,490144,0.887868,0.8742327837351045,0.907733,0.8560299873352051,0.872976,0.7947570085525513,0.934002,0.8648409843444824,0.984642743893354,0.9430416073175758,0.9103996084114011,0.9259519619277929,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
PROVIDENCE ST MARY MEDICAL CENTER,401 W POPLAR ST,WALLA WALLA,WA,99362,WALLA WALLA,(509) 522-5900,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,5.0,0.0,0.0,7.0,1.0,0.0,10.0,1.0,0.0,500002,0.887868,0.8494219779968262,0.907733,0.875469982624054,0.872976,0.8128200173377991,0.934002,0.9128440022468567,0.9566984934661753,0.9644575911904205,0.9310909089571754,0.977346945988185,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
VIRGINIA MASON MEDICAL CENTER,925 SENECA ST,SEATTLE,WA,98101,KING,(206) 223-6600,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,5,7.0,1.0,0.0,7.0,4.0,0.0,11.0,2.0,0.0,500005,0.887868,0.8871269822120667,0.907733,0.8908510208129883,0.872976,0.8430219888687134,0.934002,0.9203770160675049,0.9991653964463937,0.9814020431261046,0.9656874746484593,0.9854122540074913,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
ISLAND HOSPITAL,1211  24TH STREET,ANACORTES,WA,98221,SKAGIT,(360) 299-1300,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Y,5,4.0,0.0,0.0,3.0,0.0,0.0,9.0,1.0,0.0,500007,0.887868,0.8742327837351045,0.907733,0.8888069987297058,0.872976,0.8230720162391663,0.934002,0.9048931558588238,0.984642743893354,0.9791502553390764,0.9428346440671522,0.9688342807176257,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
UNIVERSITY OF WASHINGTON MEDICAL CTR,1959 NE PACIFIC ST  BOX 356151,SEATTLE,WA,98195,KING,(206) 598-3300,Acute Care Hospitals,Government - State,Yes,Y,Y,3,7.0,0.0,0.0,8.0,0.0,0.0,11.0,0.0,1.0,500008,0.887868,0.8566629886627197,0.907733,0.8815590143203735,0.872976,0.8105400204658508,0.934002,0.8964859843254089,0.9648539970611845,0.9711655457280649,0.9284791568907402,0.9598330456737876,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
HIGHLINE MEDICAL CENTER,16251 SYLVESTER ROAD SW,BURIEN,WA,98166,KING,(206) 244-9970,Acute Care Hospitals,Voluntary non-profit - Private,Yes,N,Y,3,5.0,0.0,0.0,7.0,1.0,0.0,10.0,0.0,0.0,500011,0.887868,0.8782370090484619,0.907733,0.8765720129013062,0.872976,0.8037660121917725,0.934002,0.9108210206031799,0.9891526770290876,0.9656716379169934,0.920719483916823,0.9751810173888064,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,1321 COLBY AVENUE,EVERETT,WA,98201,SNOHOMISH,(425) 261-2000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Y,3,7.0,0.0,0.0,8.0,2.0,0.0,9.0,2.0,0.0,500014,0.887868,0.8726480007171631,0.907733,0.8654389977455139,0.872976,0.7913179993629456,0.934002,0.9020130038261414,0.9828578130050448,0.9534070015582929,0.9064601997797712,0.9657506127675758,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
MULTICARE AUBURN MEDICAL CENTER,202 NORTH DIVISION STREET PLAZA ONE,AUBURN,WA,98001,KING,(253) 833-7711,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,2,5.0,0.0,0.0,6.0,1.0,0.0,8.0,0.0,0.0,500015,0.887868,0.8692579865455627,0.907733,0.8809419870376587,0.872976,0.7746859788894653,0.934002,0.8941590189933777,0.979039661915468,0.9704858003814544,0.8874081061672547,0.9573416534369067,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
PROVIDENCE CENTRALIA HOSPITAL,914 S SCHEUBER ROAD,CENTRALIA,WA,98531,LEWIS,(360) 736-2803,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Y,3,5.0,0.0,0.0,6.0,1.0,0.0,9.0,0.0,0.0,500019,0.887868,0.8696290254592896,0.907733,0.8732600212097168,0.872976,0.8187389969825745,0.934002,0.9038450121879578,0.9794575606501074,0.962022997081429,0.9378711407674145,0.9677120736229234,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
ST CLARE HOSPITAL,11315 BRIDGEPORT WAY S W,LAKEWOOD,WA,98499,PIERCE,(253) 588-1711,Acute Care Hospitals,Voluntary non-profit - Church,Yes,N,N,3,6.0,0.0,0.0,6.0,1.0,0.0,7.0,0.0,1.0,500021,0.887868,0.8742327837351045,0.907733,0.8934490084648132,0.872976,0.8508520126342773,0.934002,0.9166139960289001,0.984642743893354,0.984264104604342,0.9746568206162338,0.9813833332572095,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
PROVIDENCE ST PETER HOSPITAL,413 LILLY ROAD NE,OLYMPIA,WA,98506,THURSTON,(360) 491-9480,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,7.0,0.0,1.0,8.0,1.0,0.0,9.0,2.0,1.0,500024,0.887868,0.8920660018920898,0.907733,0.8580560088157654,0.872976,0.8008229732513428,0.934002,0.8798390030860901,1.0047281824461405,0.9452735648211152,0.9173482126099032,0.9420097634545644,Outperforms Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
SWEDISH MEDICAL CENTER / CHERRY HILL,500 17TH AVENUE,SEATTLE,WA,98122,KING,(206) 320-2000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,N,5,6.0,1.0,0.0,5.0,1.0,0.0,6.0,1.0,1.0,500025,0.887868,0.8840749859809875,0.907733,0.8837090134620667,0.872976,0.8129379749298096,0.934002,0.9048931558588238,0.9957279527823816,0.9735340826675538,0.9312260301884698,0.9688342807176257,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
SWEDISH EDMONDS HOSPITAL,21601 76TH AVENUE WEST,EDMONDS,WA,98026,SNOHOMISH,(425) 640-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,6.0,0.0,0.0,7.0,1.0,0.0,8.0,1.0,0.0,500026,0.887868,0.8828399777412415,0.907733,0.8575329780578613,0.872976,0.8295029997825623,0.934002,0.8801000118255615,0.9943369709700558,0.944697370325703,0.9502013798575932,0.9422892154680199,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
SWEDISH MEDICAL CENTER,747 BROADWAY,SEATTLE,WA,98122,KING,(206) 386-6000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,5,6.0,0.0,0.0,8.0,4.0,0.0,9.0,1.0,1.0,500027,0.887868,0.8742327837351045,0.907733,0.886447012424469,0.872976,0.8524270057678223,0.934002,0.9191290140151978,0.984642743893354,0.9765503869799478,0.976460986061269,0.9840760662345452,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
ST JOSEPH HOSPITAL,2901 SQUALICUM PARKWAY,BELLINGHAM,WA,98225,WHATCOM,(360) 734-5400,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Y,4,7.0,0.0,1.0,8.0,2.0,0.0,11.0,2.0,0.0,500030,0.887868,0.8846610188484192,0.907733,0.8630009889602661,0.872976,0.8079460263252258,0.934002,0.9101129770278931,0.9963879978199678,0.9507211800829827,0.9255077187977973,0.9744229423790239,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
GRAYS HARBOR COMMUNITY HOSPITAL,915 ANDERSON DRIVE,ABERDEEN,WA,98520,GRAYS HARBOR,(360) 532-8330,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,1,5.0,0.0,1.0,4.0,0.0,0.0,8.0,0.0,0.0,500031,0.887868,0.8534299731254578,0.907733,0.8502089977264404,0.872976,0.7685210108757019,0.934002,0.9059339761734009,0.9612126725205298,0.9366289401469821,0.8803460929919058,0.9699486469765599,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
SAMARITAN HOSPITAL,801 EAST WHEELER ROAD,MOSES LAKE,WA,98837,GRANT,(509) 765-5606,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Y,5,4.0,0.0,0.0,3.0,0.0,0.0,7.0,1.0,0.0,500033,0.887868,0.8742327837351045,0.907733,0.8615700006484985,0.872976,0.8016149997711182,0.934002,0.907634973526001,0.984642743893354,0.9491447382088108,0.9182554844246785,0.971769839385784,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
YAKIMA VALLEY MEMORIAL,2811 TIETON DRIVE,YAKIMA,WA,98902,YAKIMA,(509) 575-8000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,2,6.0,0.0,1.0,7.0,1.0,0.0,10.0,2.0,0.0,500036,0.887868,0.8735299706459045,0.907733,0.8390840291976929,0.872976,0.785394012928009,0.934002,0.8692799806594849,0.9838511700454398,0.9243731683189802,0.8996742326570365,0.9307046244649207,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
HARRISON MEDICAL CENTER,2520 CHERRY AVENUE,BREMERTON,WA,98310,KITSAP,(360) 377-3911,Acute Care Hospitals,Voluntary non-profit - Private,Yes,N,Y,3,7.0,0.0,2.0,7.0,2.0,0.0,11.0,2.0,0.0,500039,0.887868,0.8443189859390259,0.907733,0.8609169721603394,0.872976,0.7963550090789795,0.934002,0.9018930196762085,0.9509510264352651,0.9484253322952226,0.9122301289829039,0.9656221503553617,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
PEACEHEALTH ST JOHN MEDICAL CENTER,1615 DELAWARE STREET,LONGVIEW,WA,98632,COWLITZ,(360) 414-2000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Y,2,5.0,0.0,2.0,7.0,1.0,0.0,10.0,0.0,0.0,500041,0.887868,0.8612970113754272,0.907733,0.8469510078430176,0.872976,0.7934179902076721,0.934002,0.8964629769325256,0.9700732669444414,0.9330397901618841,0.9088657537064847,0.9598084125435766,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
DEACONESS MEDICAL CENTER,W 800 FIFTH AVENUE,SPOKANE,WA,99210,SPOKANE,(509) 473-5800,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,7.0,0.0,0.0,7.0,3.0,0.0,11.0,0.0,0.0,500044,0.887868,0.8843759894371033,0.907733,0.8751069903373718,0.872976,0.8045729994773865,0.934002,0.9112970232963562,0.9960669710329726,0.9640577023611258,0.9216438933915554,0.9756906551552954,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
PEACEHEALTH SOUTHWEST MEDICAL CENTER,400 NE MOTHER JOSEPH PLACE,VANCOUVER,WA,98668,CLARK,(360) 256-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,7.0,0.0,1.0,8.0,3.0,0.0,11.0,1.0,0.0,500050,0.887868,0.874193012714386,0.907733,0.8564469814300537,0.872976,0.8636999726295471,0.934002,0.8959800004959106,0.9845979500493159,0.943500986997337,0.9893742469776341,0.9592913082583449,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
OVERLAKE HOSPITAL MEDICAL CENTER,1035-116TH AVE NE,BELLEVUE,WA,98004,KING,(425) 688-5000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Y,4,7.0,0.0,0.0,8.0,1.0,1.0,11.0,1.0,0.0,500051,0.887868,0.8705989718437195,0.907733,0.8875150084495544,0.872976,0.8135700225830078,0.934002,0.8956639766693115,0.9805500050049326,0.977726940024825,0.9319500451135058,0.9589529537081415,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
